"REGION","FACILITY","DATETIME","ARCHIVED","NOTARCHIVED","RETRIEVENEEDED","WAITINGFORFLUSH"
"SCAL","Baldwin Park",25-FEB-16,5847,16,29095,7
"SCAL","Baldwin Park",25-FEB-16,5847,16,29095,7
"SCAL","Baldwin Park",25-FEB-16,5849,15,29095,6
"SCAL","Baldwin Park",25-FEB-16,5849,15,29095,6
"SCAL","Baldwin Park",25-FEB-16,5845,15,29095,10
"SCAL","Baldwin Park",25-FEB-16,5841,16,29095,13
"SCAL","Baldwin Park",25-FEB-16,5832,21,29095,19
"SCAL","Baldwin Park",25-FEB-16,5828,19,29095,28
"SCAL","Baldwin Park",25-FEB-16,5848,24,29095,7
"SCAL","Baldwin Park",25-FEB-16,5845,23,29095,13
"SCAL","Baldwin Park",23-FEB-16,5803,24,29096,14
"SCAL","Baldwin Park",23-FEB-16,5808,22,29096,11
"SCAL","Baldwin Park",23-FEB-16,5808,22,29096,11
"SCAL","Baldwin Park",23-FEB-16,5812,21,29096,8
"SCAL","Baldwin Park",23-FEB-16,5812,18,29096,11
"SCAL","Baldwin Park",24-FEB-16,5814,17,29096,10
"SCAL","Baldwin Park",24-FEB-16,5814,16,29096,11
"SCAL","Baldwin Park",24-FEB-16,5814,16,29096,11
"SCAL","Baldwin Park",24-FEB-16,5814,16,29096,11
"SCAL","Baldwin Park",24-FEB-16,5818,16,29096,7
"SCAL","Baldwin Park",24-FEB-16,5818,16,29096,7
"SCAL","Baldwin Park",24-FEB-16,5820,16,29096,5
"SCAL","Baldwin Park",24-FEB-16,5820,16,29096,5
"SCAL","Baldwin Park",24-FEB-16,5820,16,29096,5
"SCAL","Baldwin Park",24-FEB-16,5820,18,29096,5
"SCAL","Baldwin Park",24-FEB-16,5815,19,29095,12
"SCAL","Baldwin Park",24-FEB-16,5813,21,29095,15
"SCAL","Baldwin Park",24-FEB-16,5820,23,29095,11
"SCAL","Baldwin Park",24-FEB-16,5820,24,29095,12
"SCAL","Baldwin Park",24-FEB-16,5824,26,29095,8
"SCAL","Baldwin Park",24-FEB-16,5824,29,29095,9
"SCAL","Baldwin Park",24-FEB-16,5825,32,29095,9
"SCAL","Baldwin Park",24-FEB-16,5825,31,29095,13
"SCAL","Baldwin Park",24-FEB-16,5831,29,29095,10
"SCAL","Baldwin Park",24-FEB-16,5831,27,29095,12
"SCAL","Baldwin Park",24-FEB-16,5834,25,29095,11
"SCAL","Baldwin Park",24-FEB-16,5838,22,29095,10
"SCAL","Baldwin Park",24-FEB-16,5838,18,29095,14
"SCAL","Baldwin Park",25-FEB-16,5846,17,29095,7
"SCAL","Baldwin Park",25-FEB-16,5846,16,29095,8
"SCAL","Baldwin Park",25-FEB-16,5846,16,29095,8
"SCAL","Baldwin Park",25-FEB-16,5846,16,29095,8
"SCAL","Baldwin Park",22-FEB-16,5761,19,29103,6
"SCAL","Baldwin Park",22-FEB-16,5762,20,29103,5
"SCAL","Baldwin Park",22-FEB-16,5759,21,29103,17
"SCAL","Baldwin Park",22-FEB-16,5764,23,29102,12
"SCAL","Baldwin Park",22-FEB-16,5763,24,29102,15
"SCAL","Baldwin Park",22-FEB-16,5768,28,29101,11
"SCAL","Baldwin Park",22-FEB-16,5769,29,29100,12
"SCAL","Baldwin Park",22-FEB-16,5776,29,29100,7
"SCAL","Baldwin Park",22-FEB-16,5776,26,29100,10
"SCAL","Baldwin Park",22-FEB-16,5777,25,29100,11
"SCAL","Baldwin Park",22-FEB-16,5777,23,29100,13
"SCAL","Baldwin Park",22-FEB-16,5781,22,29100,10
"SCAL","Baldwin Park",22-FEB-16,5781,18,29100,14
"SCAL","Baldwin Park",23-FEB-16,5789,16,29100,8
"SCAL","Baldwin Park",23-FEB-16,5789,16,29100,8
"SCAL","Baldwin Park",23-FEB-16,5789,16,29100,8
"SCAL","Baldwin Park",23-FEB-16,5789,16,29100,8
"SCAL","Baldwin Park",23-FEB-16,5790,16,29100,7
"SCAL","Baldwin Park",23-FEB-16,5790,16,29100,7
"SCAL","Baldwin Park",23-FEB-16,5792,15,29100,6
"SCAL","Baldwin Park",23-FEB-16,5792,15,29100,6
"SCAL","Baldwin Park",23-FEB-16,5790,16,29100,7
"SCAL","Baldwin Park",23-FEB-16,5789,16,29100,9
"SCAL","Baldwin Park",23-FEB-16,5788,19,29099,11
"SCAL","Baldwin Park",23-FEB-16,5786,21,29099,14
"SCAL","Baldwin Park",23-FEB-16,5795,23,29098,7
"SCAL","Baldwin Park",23-FEB-16,5791,27,29098,11
"SCAL","Baldwin Park",23-FEB-16,5790,25,29098,14
"SCAL","Baldwin Park",23-FEB-16,5790,28,29098,14
"SCAL","Baldwin Park",23-FEB-16,5795,30,29097,11
"SCAL","Baldwin Park",23-FEB-16,5796,29,29096,15
"SCAL","Baldwin Park",23-FEB-16,5803,28,29096,9
"SCAL","Baldwin Park",21-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",21-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",21-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,5
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,5
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,5
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,5
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,5
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,5
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,5
"SCAL","Baldwin Park",21-FEB-16,5751,22,29104,5
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,11
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,11
"SCAL","Baldwin Park",21-FEB-16,5753,20,29104,9
"SCAL","Baldwin Park",21-FEB-16,5753,19,29104,10
"SCAL","Baldwin Park",21-FEB-16,5757,18,29104,7
"SCAL","Baldwin Park",21-FEB-16,5757,18,29104,7
"SCAL","Baldwin Park",21-FEB-16,5759,18,29104,5
"SCAL","Baldwin Park",21-FEB-16,5759,18,29104,5
"SCAL","Baldwin Park",21-FEB-16,5759,18,29104,5
"SCAL","Baldwin Park",21-FEB-16,5759,17,29104,6
"SCAL","Baldwin Park",22-FEB-16,5760,17,29104,5
"SCAL","Baldwin Park",22-FEB-16,5760,17,29104,5
"SCAL","Baldwin Park",22-FEB-16,5760,17,29104,5
"SCAL","Baldwin Park",22-FEB-16,5760,16,29104,6
"SCAL","Baldwin Park",22-FEB-16,5761,16,29104,5
"SCAL","Baldwin Park",22-FEB-16,5761,16,29104,5
"SCAL","Baldwin Park",22-FEB-16,5761,16,29104,5
"SCAL","Baldwin Park",22-FEB-16,5761,16,29104,5
"SCAL","Baldwin Park",22-FEB-16,5761,16,29104,5
"SCAL","Baldwin Park",22-FEB-16,5761,17,29103,6
"SCAL","Baldwin Park",22-FEB-16,5761,18,29103,6
"SCAL","Baldwin Park",19-FEB-16,5743,22,29104,10
"SCAL","Baldwin Park",19-FEB-16,5738,22,29104,15
"SCAL","Baldwin Park",19-FEB-16,5743,22,29104,10
"SCAL","Baldwin Park",19-FEB-16,5744,20,29104,11
"SCAL","Baldwin Park",19-FEB-16,5743,20,29104,12
"SCAL","Baldwin Park",20-FEB-16,5745,18,29104,12
"SCAL","Baldwin Park",20-FEB-16,5745,18,29104,12
"SCAL","Baldwin Park",20-FEB-16,5749,18,29104,8
"SCAL","Baldwin Park",20-FEB-16,5749,18,29104,8
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5749,18,29104,9
"SCAL","Baldwin Park",20-FEB-16,5747,18,29104,11
"SCAL","Baldwin Park",20-FEB-16,5748,18,29104,10
"SCAL","Baldwin Park",20-FEB-16,5748,18,29104,10
"SCAL","Baldwin Park",20-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,8
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,8
"SCAL","Baldwin Park",20-FEB-16,5750,18,29104,8
"SCAL","Baldwin Park",20-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",20-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",21-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",21-FEB-16,5751,18,29104,7
"SCAL","Baldwin Park",21-FEB-16,5751,20,29104,5
"SCAL","Baldwin Park",18-FEB-16,5880,22,28943,10
"SCAL","Baldwin Park",18-FEB-16,5875,23,28943,16
"SCAL","Baldwin Park",18-FEB-16,5880,27,28943,12
"SCAL","Baldwin Park",18-FEB-16,5880,28,28943,14
"SCAL","Baldwin Park",18-FEB-16,5881,29,28943,14
"SCAL","Baldwin Park",18-FEB-16,5869,31,28943,26
"SCAL","Baldwin Park",18-FEB-16,5874,35,28943,22
"SCAL","Baldwin Park",18-FEB-16,5702,31,29108,28
"SCAL","Baldwin Park",18-FEB-16,5718,30,29108,12
"SCAL","Baldwin Park",18-FEB-16,5718,28,29108,16
"SCAL","Baldwin Park",18-FEB-16,5723,25,29108,14
"SCAL","Baldwin Park",18-FEB-16,5723,24,29108,15
"SCAL","Baldwin Park",18-FEB-16,5729,22,29108,11
"SCAL","Baldwin Park",18-FEB-16,5729,20,29108,13
"SCAL","Baldwin Park",19-FEB-16,5734,19,29108,9
"SCAL","Baldwin Park",19-FEB-16,5734,18,29108,10
"SCAL","Baldwin Park",19-FEB-16,5735,18,29108,9
"SCAL","Baldwin Park",19-FEB-16,5735,18,29108,9
"SCAL","Baldwin Park",19-FEB-16,5737,18,29108,7
"SCAL","Baldwin Park",19-FEB-16,5737,18,29108,7
"SCAL","Baldwin Park",19-FEB-16,5737,18,29108,7
"SCAL","Baldwin Park",19-FEB-16,5737,18,29108,7
"SCAL","Baldwin Park",19-FEB-16,5737,18,29108,7
"SCAL","Baldwin Park",19-FEB-16,5738,18,29107,7
"SCAL","Baldwin Park",19-FEB-16,5724,28,29106,12
"SCAL","Baldwin Park",19-FEB-16,5723,20,29105,23
"SCAL","Baldwin Park",19-FEB-16,5736,19,29104,14
"SCAL","Baldwin Park",19-FEB-16,5736,19,29104,14
"SCAL","Baldwin Park",19-FEB-16,5741,19,29104,10
"SCAL","Baldwin Park",19-FEB-16,5739,19,29104,13
"SCAL","Baldwin Park",19-FEB-16,5740,20,29104,13
"SCAL","Baldwin Park",19-FEB-16,5740,22,29104,13
"SCAL","Baldwin Park",17-FEB-16,5845,23,28945,11
"SCAL","Baldwin Park",17-FEB-16,5845,22,28945,12
"SCAL","Baldwin Park",17-FEB-16,5850,22,28945,7
"SCAL","Baldwin Park",17-FEB-16,5850,22,28945,7
"SCAL","Baldwin Park",17-FEB-16,5852,22,28945,5
"SCAL","Baldwin Park",17-FEB-16,5852,22,28945,5
"SCAL","Baldwin Park",17-FEB-16,5852,22,28945,5
"SCAL","Baldwin Park",17-FEB-16,5850,18,28945,12
"SCAL","Baldwin Park",17-FEB-16,5848,19,28945,14
"SCAL","Baldwin Park",17-FEB-16,5837,21,28944,29
"SCAL","Baldwin Park",17-FEB-16,5853,24,28943,14
"SCAL","Baldwin Park",17-FEB-16,5852,28,28943,15
"SCAL","Baldwin Park",17-FEB-16,5854,29,28943,14
"SCAL","Baldwin Park",17-FEB-16,5853,32,28943,14
"SCAL","Baldwin Park",17-FEB-16,5854,34,28943,14
"SCAL","Baldwin Park",17-FEB-16,5854,35,28943,16
"SCAL","Baldwin Park",17-FEB-16,5863,33,28943,10
"SCAL","Baldwin Park",17-FEB-16,5863,28,28943,17
"SCAL","Baldwin Park",17-FEB-16,5866,26,28943,16
"SCAL","Baldwin Park",17-FEB-16,5866,25,28943,17
"SCAL","Baldwin Park",17-FEB-16,5871,21,28943,16
"SCAL","Baldwin Park",17-FEB-16,5871,20,28943,17
"SCAL","Baldwin Park",18-FEB-16,5879,19,28943,10
"SCAL","Baldwin Park",18-FEB-16,5879,18,28943,11
"SCAL","Baldwin Park",18-FEB-16,5881,18,28943,9
"SCAL","Baldwin Park",18-FEB-16,5881,18,28943,9
"SCAL","Baldwin Park",18-FEB-16,5883,18,28943,7
"SCAL","Baldwin Park",18-FEB-16,5883,18,28943,7
"SCAL","Baldwin Park",18-FEB-16,5883,18,28943,7
"SCAL","Baldwin Park",18-FEB-16,5883,18,28943,7
"SCAL","Baldwin Park",18-FEB-16,5882,18,28943,8
"SCAL","Baldwin Park",18-FEB-16,5880,19,28943,9
"SCAL","Baldwin Park",15-FEB-16,5888,29,28859,14
"SCAL","Baldwin Park",15-FEB-16,5888,29,28859,15
"SCAL","Baldwin Park",15-FEB-16,5894,29,28859,9
"SCAL","Baldwin Park",15-FEB-16,5894,27,28859,11
"SCAL","Baldwin Park",15-FEB-16,5896,26,28859,10
"SCAL","Baldwin Park",15-FEB-16,5814,25,28949,11
"SCAL","Baldwin Park",16-FEB-16,5818,23,28949,9
"SCAL","Baldwin Park",16-FEB-16,5818,23,28949,9
"SCAL","Baldwin Park",16-FEB-16,5820,23,28949,7
"SCAL","Baldwin Park",16-FEB-16,5820,22,28949,8
"SCAL","Baldwin Park",16-FEB-16,5822,22,28949,6
"SCAL","Baldwin Park",16-FEB-16,5822,22,28949,6
"SCAL","Baldwin Park",16-FEB-16,5823,22,28949,5
"SCAL","Baldwin Park",16-FEB-16,5823,22,28949,5
"SCAL","Baldwin Park",16-FEB-16,5823,23,28949,5
"SCAL","Baldwin Park",16-FEB-16,5821,22,28948,12
"SCAL","Baldwin Park",16-FEB-16,5820,23,28948,14
"SCAL","Baldwin Park",16-FEB-16,5820,25,28948,16
"SCAL","Baldwin Park",16-FEB-16,5824,27,28948,10
"SCAL","Baldwin Park",16-FEB-16,5818,29,28948,17
"SCAL","Baldwin Park",16-FEB-16,5825,29,28946,12
"SCAL","Baldwin Park",16-FEB-16,5825,31,28946,13
"SCAL","Baldwin Park",16-FEB-16,5832,34,28946,7
"SCAL","Baldwin Park",16-FEB-16,5830,37,28946,10
"SCAL","Baldwin Park",16-FEB-16,5830,35,28945,14
"SCAL","Baldwin Park",16-FEB-16,5830,33,28945,17
"SCAL","Baldwin Park",16-FEB-16,5838,30,28945,12
"SCAL","Baldwin Park",16-FEB-16,5838,30,28945,12
"SCAL","Baldwin Park",16-FEB-16,5844,29,28945,6
"SCAL","Baldwin Park",16-FEB-16,5844,25,28945,10
"SCAL","Baldwin Park",17-FEB-16,5845,25,28945,9
"SCAL","Baldwin Park",17-FEB-16,5845,23,28945,11
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,23,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,23,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,23,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,23,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,23,28843,5
"SCAL","Baldwin Park",15-FEB-16,5897,23,28843,5
"SCAL","Baldwin Park",15-FEB-16,5897,23,28843,5
"SCAL","Baldwin Park",15-FEB-16,5897,23,28843,5
"SCAL","Baldwin Park",15-FEB-16,5897,22,28843,6
"SCAL","Baldwin Park",15-FEB-16,5897,22,28843,6
"SCAL","Baldwin Park",15-FEB-16,5897,22,28843,6
"SCAL","Baldwin Park",15-FEB-16,5898,22,28843,5
"SCAL","Baldwin Park",15-FEB-16,5898,22,28843,5
"SCAL","Baldwin Park",15-FEB-16,5896,22,28843,7
"SCAL","Baldwin Park",15-FEB-16,5896,22,28843,7
"SCAL","Baldwin Park",15-FEB-16,5896,23,28843,7
"SCAL","Baldwin Park",15-FEB-16,5896,24,28843,7
"SCAL","Baldwin Park",15-FEB-16,5891,27,28850,5
"SCAL","Baldwin Park",15-FEB-16,5889,27,28852,8
"SCAL","Baldwin Park",15-FEB-16,5872,27,28855,27
"SCAL","Baldwin Park",15-FEB-16,5871,28,28856,27
"SCAL","Baldwin Park",15-FEB-16,5888,32,28856,11
"SCAL","Baldwin Park",15-FEB-16,5875,32,28859,23
"SCAL","Baldwin Park",13-FEB-16,5892,22,28843,10
"SCAL","Baldwin Park",13-FEB-16,5892,22,28843,10
"SCAL","Baldwin Park",13-FEB-16,5892,22,28843,10
"SCAL","Baldwin Park",13-FEB-16,5896,21,28843,7
"SCAL","Baldwin Park",13-FEB-16,5896,21,28843,7
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5896,21,28843,7
"SCAL","Baldwin Park",13-FEB-16,5896,21,28843,7
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5894,21,28843,9
"SCAL","Baldwin Park",13-FEB-16,5891,21,28843,12
"SCAL","Baldwin Park",13-FEB-16,5895,21,28843,8
"SCAL","Baldwin Park",13-FEB-16,5895,21,28843,8
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",13-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",14-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",14-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",14-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",14-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",14-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",14-FEB-16,5897,21,28843,6
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",14-FEB-16,5897,22,28843,5
"SCAL","Baldwin Park",11-FEB-16,5852,30,28843,19
"SCAL","Baldwin Park",11-FEB-16,5859,29,28843,13
"SCAL","Baldwin Park",11-FEB-16,5855,29,28843,19
"SCAL","Baldwin Park",11-FEB-16,5864,28,28843,12
"SCAL","Baldwin Park",11-FEB-16,5864,28,28843,12
"SCAL","Baldwin Park",11-FEB-16,5866,27,28843,10
"SCAL","Baldwin Park",11-FEB-16,5866,24,28843,13
"SCAL","Baldwin Park",12-FEB-16,5868,22,28843,13
"SCAL","Baldwin Park",12-FEB-16,5868,21,28843,14
"SCAL","Baldwin Park",12-FEB-16,5874,22,28843,7
"SCAL","Baldwin Park",12-FEB-16,5874,21,28843,8
"SCAL","Baldwin Park",12-FEB-16,5876,21,28843,6
"SCAL","Baldwin Park",12-FEB-16,5876,21,28843,6
"SCAL","Baldwin Park",12-FEB-16,5876,21,28843,6
"SCAL","Baldwin Park",12-FEB-16,5876,21,28843,6
"SCAL","Baldwin Park",12-FEB-16,5873,22,28843,9
"SCAL","Baldwin Park",12-FEB-16,5871,22,28843,12
"SCAL","Baldwin Park",12-FEB-16,5877,27,28843,3
"SCAL","Baldwin Park",12-FEB-16,5877,24,28843,7
"SCAL","Baldwin Park",12-FEB-16,5877,26,28843,9
"SCAL","Baldwin Park",12-FEB-16,5875,27,28843,13
"SCAL","Baldwin Park",12-FEB-16,5877,27,28843,9
"SCAL","Baldwin Park",12-FEB-16,5875,28,28843,12
"SCAL","Baldwin Park",12-FEB-16,5878,29,28843,9
"SCAL","Baldwin Park",12-FEB-16,5875,32,28843,12
"SCAL","Baldwin Park",12-FEB-16,5875,28,28843,16
"SCAL","Baldwin Park",12-FEB-16,5872,26,28843,21
"SCAL","Baldwin Park",12-FEB-16,5880,25,28843,14
"SCAL","Baldwin Park",12-FEB-16,5880,27,28843,16
"SCAL","Baldwin Park",12-FEB-16,5887,26,28843,11
"SCAL","Baldwin Park",12-FEB-16,5887,24,28843,13
"SCAL","Baldwin Park",13-FEB-16,5892,22,28843,10
"SCAL","Baldwin Park",10-FEB-16,5822,22,28846,6
"SCAL","Baldwin Park",10-FEB-16,5818,21,28846,11
"SCAL","Baldwin Park",10-FEB-16,5816,26,28846,13
"SCAL","Baldwin Park",10-FEB-16,5815,29,28846,15
"SCAL","Baldwin Park",10-FEB-16,5814,32,28846,16
"SCAL","Baldwin Park",10-FEB-16,5807,34,28846,29
"SCAL","Baldwin Park",10-FEB-16,5823,36,28845,13
"SCAL","Baldwin Park",10-FEB-16,5821,38,28845,16
"SCAL","Baldwin Park",10-FEB-16,5822,43,28845,12
"SCAL","Baldwin Park",10-FEB-16,5814,39,28845,28
"SCAL","Baldwin Park",10-FEB-16,5821,41,28845,20
"SCAL","Baldwin Park",10-FEB-16,5826,35,28845,21
"SCAL","Baldwin Park",10-FEB-16,5840,32,28845,10
"SCAL","Baldwin Park",10-FEB-16,5840,31,28845,11
"SCAL","Baldwin Park",10-FEB-16,5840,28,28845,14
"SCAL","Baldwin Park",10-FEB-16,5840,25,28845,17
"SCAL","Baldwin Park",11-FEB-16,5846,22,28845,14
"SCAL","Baldwin Park",11-FEB-16,5846,21,28845,15
"SCAL","Baldwin Park",11-FEB-16,5854,21,28845,7
"SCAL","Baldwin Park",11-FEB-16,5854,21,28845,7
"SCAL","Baldwin Park",11-FEB-16,5855,21,28845,6
"SCAL","Baldwin Park",11-FEB-16,5855,21,28845,6
"SCAL","Baldwin Park",11-FEB-16,5855,24,28845,3
"SCAL","Baldwin Park",11-FEB-16,5855,21,28845,6
"SCAL","Baldwin Park",11-FEB-16,5849,23,28845,12
"SCAL","Baldwin Park",11-FEB-16,5855,25,28845,6
"SCAL","Baldwin Park",11-FEB-16,5855,26,28845,7
"SCAL","Baldwin Park",11-FEB-16,5856,27,28844,8
"SCAL","Baldwin Park",11-FEB-16,5856,28,28844,9
"SCAL","Baldwin Park",11-FEB-16,5856,29,28844,9
"SCAL","Baldwin Park",11-FEB-16,5856,29,28844,9
"SCAL","Baldwin Park",11-FEB-16,5859,31,28844,6
"SCAL","Baldwin Park",08-FEB-16,5783,24,28846,12
"SCAL","Baldwin Park",09-FEB-16,5783,22,28846,14
"SCAL","Baldwin Park",09-FEB-16,5783,21,28846,15
"SCAL","Baldwin Park",09-FEB-16,5791,22,28846,6
"SCAL","Baldwin Park",09-FEB-16,5791,21,28846,7
"SCAL","Baldwin Park",09-FEB-16,5792,21,28846,6
"SCAL","Baldwin Park",09-FEB-16,5792,21,28846,6
"SCAL","Baldwin Park",09-FEB-16,5792,21,28846,6
"SCAL","Baldwin Park",09-FEB-16,5792,21,28846,6
"SCAL","Baldwin Park",09-FEB-16,5791,22,28846,6
"SCAL","Baldwin Park",09-FEB-16,5789,22,28846,9
"SCAL","Baldwin Park",09-FEB-16,5789,25,28846,9
"SCAL","Baldwin Park",09-FEB-16,5787,30,28846,10
"SCAL","Baldwin Park",09-FEB-16,5786,31,28846,15
"SCAL","Baldwin Park",09-FEB-16,5791,33,28846,11
"SCAL","Baldwin Park",09-FEB-16,5790,37,28846,12
"SCAL","Baldwin Park",09-FEB-16,5796,42,28846,6
"SCAL","Baldwin Park",09-FEB-16,5793,38,28846,16
"SCAL","Baldwin Park",09-FEB-16,5797,37,28846,16
"SCAL","Baldwin Park",09-FEB-16,5797,34,28846,19
"SCAL","Baldwin Park",09-FEB-16,5803,31,28846,16
"SCAL","Baldwin Park",09-FEB-16,5812,27,28846,11
"SCAL","Baldwin Park",09-FEB-16,5812,24,28846,14
"SCAL","Baldwin Park",10-FEB-16,5820,21,28846,9
"SCAL","Baldwin Park",10-FEB-16,5820,21,28846,9
"SCAL","Baldwin Park",10-FEB-16,5820,21,28846,9
"SCAL","Baldwin Park",10-FEB-16,5820,21,28846,9
"SCAL","Baldwin Park",10-FEB-16,5821,21,28846,8
"SCAL","Baldwin Park",10-FEB-16,5821,21,28846,8
"SCAL","Baldwin Park",10-FEB-16,5823,21,28846,6
"SCAL","Baldwin Park",10-FEB-16,5823,21,28846,6
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",07-FEB-16,5758,27,28847,7
"SCAL","Baldwin Park",08-FEB-16,5758,26,28847,8
"SCAL","Baldwin Park",08-FEB-16,5758,26,28847,8
"SCAL","Baldwin Park",08-FEB-16,5759,26,28847,7
"SCAL","Baldwin Park",08-FEB-16,5759,25,28847,8
"SCAL","Baldwin Park",08-FEB-16,5759,25,28847,8
"SCAL","Baldwin Park",08-FEB-16,5759,25,28847,8
"SCAL","Baldwin Park",08-FEB-16,5760,21,28847,11
"SCAL","Baldwin Park",08-FEB-16,5760,21,28847,11
"SCAL","Baldwin Park",08-FEB-16,5760,20,28847,12
"SCAL","Baldwin Park",08-FEB-16,5759,20,28847,13
"SCAL","Baldwin Park",08-FEB-16,5751,26,28846,17
"SCAL","Baldwin Park",08-FEB-16,5739,24,28846,35
"SCAL","Baldwin Park",08-FEB-16,5754,23,28846,24
"SCAL","Baldwin Park",08-FEB-16,5749,24,28846,32
"SCAL","Baldwin Park",08-FEB-16,5758,25,28846,22
"SCAL","Baldwin Park",08-FEB-16,5757,29,28846,22
"SCAL","Baldwin Park",08-FEB-16,5769,29,28846,12
"SCAL","Baldwin Park",08-FEB-16,5769,31,28846,17
"SCAL","Baldwin Park",08-FEB-16,5775,30,28846,12
"SCAL","Baldwin Park",08-FEB-16,5775,31,28846,13
"SCAL","Baldwin Park",08-FEB-16,5780,30,28846,9
"SCAL","Baldwin Park",08-FEB-16,5780,30,28846,9
"SCAL","Baldwin Park",08-FEB-16,5783,28,28846,8
"SCAL","Baldwin Park",06-FEB-16,5745,33,28850,7
"SCAL","Baldwin Park",06-FEB-16,5745,33,28850,7
"SCAL","Baldwin Park",06-FEB-16,5745,33,28850,7
"SCAL","Baldwin Park",06-FEB-16,5746,33,28849,7
"SCAL","Baldwin Park",06-FEB-16,5746,33,28849,7
"SCAL","Baldwin Park",06-FEB-16,5746,33,28849,7
"SCAL","Baldwin Park",06-FEB-16,5747,33,28848,7
"SCAL","Baldwin Park",06-FEB-16,5747,34,28848,10
"SCAL","Baldwin Park",06-FEB-16,5747,34,28848,10
"SCAL","Baldwin Park",06-FEB-16,5747,33,28848,11
